7,"4,436.75",887,577,3
4,"28,879.68",819,819,4
4,19.26,104,577,6
6,"1,830.00",1235,577,4
21,"70,000.00",888,888,33
1,288.66,273,273,0
3,174.27,1057,1057,5
2,693.18,527,577,0
4,"54,560.00",476,476,3
27,"58,473.00",235,235,21
6,"192,720.40",938,1039,2
4,"65,000.00",51,51,3
1,46.3,36,36,0
4,"1,542.51",98,577,1
26,"156,000.00",373,198,31
1,46.6,390,390,0
15,"249,368.00",640,640,11
6,"292,320.00",766,615,9
6,"27,000.00",827,577,3
10,"19,231.38",307,1347,69
4,669.24,738,577,6
1,56.46,229,229,0
3,339.66,704,704,1
5,"39,824.59",154,154,8
13,"137,340.00",827,827,6
3,669.24,795,577,3
4,"60,007.45",887,577,1
6,"26,460.00",284,273,12
1,87.71,1488,1488,0
1,199.3,1062,1062,0
3,"80,834.00",1259,1259,4
3,397.08,179,577,0
5,"57,431.16",1549,1549,0
3,"31,425.00",247,247,2
3,"62,132.00",166,577,0
2,"46,941.60",887,577,0
5,"12,994.56",1549,1549,3
6,"5,357.06",1123,1123,9
1,25.47,1007,1007,0
2,"1,108.50",533,533,0
2,"7,540.00",544,544,2
4,150.95,864,577,6
5,"280,000.00",1301,1301,26
4,"17,370.00",51,51,0
14,"336,178.01",208,683,315
4,"14,000.00",1025,1025,4
7,"109,440.00",888,888,3
5,"1,556.00",827,577,0
1,33.2,629,629,0
4,382.6,1585,1585,2
6,"30,347.00",364,364,6
3,"17,298.00",1155,1155,2
25,"2,451,800.00",373,1307,297
3,"145,139.25",887,577,2
4,"83,500.00",1259,1259,3
2,"26,015.43",887,577,0
4,70.62,941,577,0
20,"469,988.10",971,971,7
4,"32,020.00",1349,273,1
4,334.62,1547,577,12
18,"48,800.00",1054,918,24
3,334.62,305,577,2
6,"6,400.00",1148,1148,5
7,"20,000.00",1162,577,4
1,139.18,528,528,0
6,"5,584.68",973,1315,4
4,32.1,946,577,7
3,252.19,274,274,0
3,669.24,949,577,0
3,"30,000.00",1478,1478,1
3,192.74,726,726,4
7,"107,000.00",786,786,19
5,334.62,426,577,5
4,386.73,1073,1073,0
3,"7,800.00",1259,1259,1
5,"16,951.20",1211,577,6
2,"3,287.05",147,577,0
1,4.4,686,686,0
3,334.62,1075,577,1
5,"25,200.00",306,306,10
3,164.86,704,704,0
3,522.83,1549,1549,3
3,"34,007.70",887,577,1
2,395.72,105,105,0
2,442.3,1130,1130,1
8,"142,560.00",603,591,15
1,6.63,921,921,0
2,11.61,1415,1415,0
3,334.62,101,577,3
4,831.58,158,577,1
4,38.52,774,577,2
1,68.64,1446,1446,0
3,"1,934.98",677,677,1
3,"4,097.04",208,1347,5
1,121.01,652,652,0
22,"204,647.04",373,1307,343
4,"12,395.00",1155,577,0
8,"16,219.50",1549,1549,1
3,334.62,391,577,2
9,"270,600.00",768,768,28
5,"76,745.00",827,827,6
3,"58,465.20",887,577,0
6,334.62,1515,577,1
6,"56,568.04",102,577,4
5,"7,500.00",544,544,12
14,"4,242.31",980,1123,7
3,861,329,329,2
2,335.24,120,577,0
2,"23,012.20",887,577,0
5,"57,803.00",274,577,7
3,"30,157.80",887,577,0
5,"5,330.00",450,450,2
7,144.53,175,577,0
4,"8,800.00",609,609,1
3,"22,400.00",164,164,0
6,"130,000.00",581,581,5
7,"156,000.00",1563,1563,13
7,"77,500.00",1578,615,11
2,225,527,577,0
2,"7,113.00",533,533,1
3,163.6,10,10,0
4,"1,831.73",547,577,6
2,"7,896.28",284,144,0
2,375.69,887,577,3
2,680.66,65,577,0
1,334.6,1123,1123,0
5,"7,089.55",887,577,2
8,"100,000.00",47,273,14
7,"322,953.64",975,273,12
7,"13,796,064.00",373,198,1
3,"6,003.40",887,577,0
2,15.35,165,165,0
3,183.61,1394,1394,0
1,278,1062,1062,0
2,"3,179.83",854,577,0
11,"98,735.00",476,476,129
9,"7,470.00",450,450,63
3,738.2,1062,1062,3
4,"29,275.00",671,671,4
5,"13,797.24",1549,1549,6
3,329.62,701,577,0
2,"5,797.25",887,577,0
6,"15,428.00",1352,1352,106
3,505.5,23,23,1
2,153.2,837,577,4
2,"2,187.00",1039,1039,0
5,77.04,960,577,1
2,"8,590.15",887,577,0
3,735.23,384,1347,0
13,"81,225.01",544,544,15
5,"81,090.00",1148,1148,4
2,38.92,1315,1315,0
4,"24,132.25",1314,1314,0
9,"59,000.00",1321,1321,3
6,"11,081.00",1259,1259,3
4,"31,524.15",887,577,1
10,"31,376.85",1124,1124,1
6,152.89,1030,1030,1
4,"3,200.00",885,811,1
3,"7,083.84",208,1347,3
1,14.77,575,575,0
4,"56,803.56",1082,938,3
11,"514,132.76",1472,1472,7
10,"36,709.80",1213,1213,6
8,"5,261.20",465,1025,6
1,97.58,1343,1343,0
9,"69,496.52",544,544,8
3,188,901,901,1
6,"87,455.11",598,598,4
4,"22,500.00",1500,1382,2
1,37.46,810,810,0
6,"92,274.04",1533,1123,212
8,"17,613.00",39,925,5
4,"70,835.85",51,51,2
5,557.06,1579,1579,0
2,488.1,687,577,0
