,0,1,2,3,4
1744,18,116935.91,1533,1123,185
1745,12,130406.1,1124,1124,2
1746,5,206500.0,1224,1224,2
1747,6,2994.93,1347,1347,1
1748,8,68690.0,1040,1224,85
1749,5,124800.0,102,102,4
1750,5,15354.96,150,577,0
1751,5,8241.15,887,577,0
1752,2,169.33,1336,1039,0
1753,2,120.08,1536,1536,1
1754,3,532.56,805,805,1
1755,7,126223.47,91,91,2
1756,8,11120.38,208,1347,20
1757,1,28.32,1123,1123,0
1758,15,79120.0,1040,1224,86
1759,3,4911.68,1344,577,9
1760,4,663.07,1123,1123,2
1761,2,287.5,1315,1315,0
1762,3,1301.1,13,577,10
1763,3,2990.6,887,577,7
1764,7,15900.0,1570,1570,10
1765,2,1225.9,25,25,1
1766,3,45000.0,68,68,0
1767,3,2142.5,348,348,1
1768,4,3386.75,600,577,5
1769,2,53696.8,887,577,1
1770,1,52.56,647,647,0
1771,2,13912.21,887,577,0
1772,3,6940.44,1315,1315,1
1773,1,193.48,773,773,0
1774,6,256921.4,208,683,7
1775,3,4100.0,1062,1062,5
1776,2,2903.37,1347,1347,0
1777,3,105.95,512,512,0
1778,17,91213.0,1396,577,33
1779,11,101325.64,305,339,511
1780,1,13.86,1552,1552,0
1781,1,72.2,1091,1091,0
1782,4,546.57,318,318,1
1783,1,4.19,1552,1552,0
1784,12,103400.0,1414,918,14
1785,7,824062.5,1368,577,15
1786,3,334.62,1064,577,0
1787,3,11102.05,1347,1347,0
1788,5,2285.0,1259,1259,20
1789,4,12849.24,1549,1549,2
1790,4,77.04,1027,577,2
1791,2,52,852,577,3
1792,6,1157.64,876,876,2
1793,11,164840.0,1211,577,16
1794,4,70835.85,51,51,2
1795,4,18866.1,830,830,1
1796,7,52252.07,1155,577,3
1797,1,115.42,1571,1571,0
1798,10,29572.39,208,1347,17
1799,2,4785.0,1169,1169,1
1800,3,595.59,1077,1077,1
1801,8,5400.0,576,576,5
1802,5,578.52,688,688,0
1803,11,317488.83,465,1025,5
1804,31,366903.84,1155,1155,76
1805,1,370,746,746,0
1806,3,15000.0,1123,1123,1
1807,3,16950.0,1124,1124,1
1808,5,22039.0,887,577,1
1809,3,140.95,1515,1515,0
1810,8,276706.26,1472,1472,33
1811,2,399.22,527,577,0
1812,3,30000.0,1259,1259,1
1813,4,29187.0,117,117,0
1814,4,24197.79,141,141,2
1815,3,24.39,1042,577,0
1816,1,35.36,638,638,0
1817,4,112.3,887,577,3
1818,3,651.22,1497,1497,0
1819,3,1939.57,547,577,0
1820,4,128000.0,1040,1224,5
1821,3,249.03,174,174,3
1822,3,191,1025,1025,0
1823,2,19986.7,887,577,0
1824,1,223,1250,1250,0
1825,2,0,1347,1347,1
1826,1,82.99,787,787,0
1827,3,230.67,188,188,1
1828,5,1565383.8,1224,1224,4
1829,2,450.63,1123,1123,0
1830,6,216067.0,51,51,4
1831,4,1995.0,691,1549,4
1832,4,75488.0,476,476,4
1833,5,99983.24,274,577,1
1834,3,4949.31,1123,1123,1
1835,4,208.92,80,80,14
1836,4,32.1,1034,577,3
1837,2,9780.5,887,577,1
1838,7,511702.5,120,577,8
1839,4,3990.0,1519,1519,2
1840,10,3709.21,636,636,1
1841,5,336.55,409,409,1
1842,10,66817.5,208,1347,10
1843,4,261.13,696,696,0
1844,6,548.95,1409,1409,1
1845,4,19797.96,1063,1063,5
1846,1,60,1136,1136,0
1847,3,5100.0,827,827,1
1848,4,334.62,464,577,9
1849,4,334.62,914,577,6
1850,9,54280.96,1472,1472,4
1851,4,13029.0,120,577,3
1852,5,77.04,1042,577,3
1853,4,35827.31,1265,577,1
1854,3,15.88,1515,1515,0
1855,4,4570.68,235,381,1
1856,4,62342.0,141,1123,3
1857,4,77.04,276,577,3
1858,5,45111.0,1549,1549,4
1859,5,1121.6,206,577,3
1860,10,43009.12,247,247,8
1861,2,1871.39,58,577,1
1862,3,334.62,411,577,0
1863,4,756.69,87,87,1
1864,5,236926.05,1472,1472,4
1865,4,123994.52,1224,1224,1
1866,6,212392.18,178,178,10
1867,5,2058.96,1271,577,2
1868,6,27000.0,827,577,3
1869,3,88100.0,1454,1454,3
1870,2,94.07,1012,1012,2
1871,5,28750.0,284,273,4
1872,8,2642.0,120,577,13
1873,9,588483.72,120,577,15
1874,5,669.24,1518,577,7
1875,4,98132.06,1347,1347,0
1876,1,175.08,249,1012,0
1877,5,108570.0,887,577,2
1878,6,292320.0,766,615,9
1879,3,43.4,1123,1123,1
1880,3,14280.0,1259,1259,3
1881,3,144.53,1502,577,0
1882,4,12236.13,544,544,1
1883,3,0,577,577,1
1884,2,6.18,1019,1019,0
1885,12,22700.0,284,273,9
1886,4,15683.74,235,273,0
1887,7,385000.0,710,1487,1
1888,2,2219.2,120,577,1
1889,1,289.6,935,935,0
1890,3,731.55,402,402,0
1891,2,4687.02,1515,1515,0
1892,10,14240.0,1040,1224,8
1893,8,280432.72,57,577,3
1894,6,169200.0,1283,577,11
1895,8,12200.0,273,273,2
1896,1,29.69,1303,1303,0
1897,18,52600.0,209,925,93
1898,1,16.16,1250,1250,0
1899,3,4812.53,802,1347,1
1900,5,334.62,215,577,11
1901,2,749.4,1315,1315,0
1902,1,287.84,552,552,0
1903,19,573288.0,1153,577,211
1904,4,6728.92,1383,577,4
1905,3,8796.5,887,577,1
1906,4,28000.0,1472,1472,1
1907,1,152.67,167,167,0
1908,1,7.93,145,145,0
1909,5,2021.07,1424,1424,1
1910,3,22738.44,887,577,4
1911,9,114180.0,887,887,214
1912,1,105.74,931,931,0
1913,11,120748.45,1542,577,2
1914,2,7716.3,120,577,0
1915,4,2472.99,961,961,0
1916,3,626.3,225,577,0
1917,4,56776.65,887,577,1
1918,1,379.82,1369,1369,0
1919,6,105000.0,1110,1110,10
1920,1,293.18,481,481,0
1921,4,334.62,996,577,2
1922,3,1939.05,368,368,1
1923,2,69.41,887,577,0
1924,4,18050.44,1472,1472,3
1925,1,126.05,1147,1147,0
1926,4,79451.93,1472,1472,4
1927,3,7740.0,14,14,1
1928,4,149040.0,1224,1224,6
1929,3,42000.0,1224,1224,7
1930,4,102309.0,208,1347,0
1931,5,14328.57,1549,1549,3
1932,12,112294.0,1533,1123,7
1933,2,404.2,723,723,1
1934,2,25737.69,1075,1075,1
1935,3,38604.88,1040,273,0
1936,1,162.12,656,656,0
1937,5,17580.0,86,273,0
1938,1,181.01,1532,1532,0
1939,4,8796.5,887,577,3
1940,9,84119.0,945,577,4
1941,1,44.36,908,908,0
1942,2,1389.43,1347,1347,1
1943,4,455.14,670,670,1
1944,1,330.48,1062,1062,0
1945,9,12000.0,146,146,5
1946,8,20391.87,544,544,11
1947,8,146476.75,39,39,5
1948,5,171360.0,1495,1495,13
1949,14,267300.0,1359,1359,18
1950,2,18153.78,887,577,1
1951,5,334.62,545,577,1
1952,2,21600.0,1454,1454,0
1953,4,61510.6,1472,1472,1
1954,4,397.08,1142,577,0
1955,10,97200.0,691,1224,10
1956,11,39119.0,1454,1454,3
1957,5,85800.0,304,304,3
1958,2,478.93,247,247,0
1959,5,1245.42,269,269,3
1960,16,220000.0,768,577,9
1961,4,15709.84,307,1347,1
1962,3,9055.55,476,476,0
1963,4,44600.0,285,1382,1
1964,1,107.62,1426,1426,0
1965,6,341.88,205,205,1
1966,6,16000.0,827,577,2
1967,3,64.18,560,560,1
1968,7,1822.61,373,198,6
1969,8,70400.0,909,273,2
1970,3,16021.94,1124,1124,0
1971,3,58465.2,887,577,0
1972,4,59785.7,887,577,0
1973,4,7428.0,12,12,0
1974,2,127.53,625,625,0
1975,16,492000.0,827,827,26
1976,4,669.24,77,577,1
1977,4,42386.35,887,577,4
1978,4,85.35,1483,577,1
1979,1,740,1282,1282,0
1980,5,38490.5,1062,1062,3
1981,3,1254.24,30,30,1
1982,9,13195.0,334,910,6
1983,4,3200.0,885,811,1
1984,4,97.9,1046,1046,5
1985,2,481.83,1340,1340,0
1986,4,100000.0,888,888,1
1987,10,225000.0,519,1364,10
1988,1,41.71,624,624,0
1989,4,4500.0,217,381,0
1990,3,774,560,560,0
1991,11,37851.47,1123,1123,16
1992,5,42250.0,1361,577,10
1993,4,240375.0,1162,577,7
1994,4,1443.0,719,719,0
1995,12,181180.0,46,250,14
1996,3,3780.0,107,577,3
1997,25,99000.0,522,144,709
1998,1,4.3,1206,1206,0
1999,6,308364.0,1207,700,9
2000,4,25.68,1178,577,1
2001,8,4242.31,980,1123,4
2002,3,36000.0,544,544,1
2003,4,20500.0,813,779,3
2004,5,27594.45,1549,1549,2
2005,3,99.09,1585,1585,0
2006,4,6900.0,381,381,1
2007,10,523525.22,1566,192,4
2008,2,117.08,527,577,0
2009,3,33500.0,827,827,1
2010,4,829.92,997,997,0
2011,4,373.53,1544,1544,2
2012,5,134875.0,938,938,4
2013,7,137224.16,819,819,14
2014,4,669.24,70,577,1
2015,21,3600000.0,1396,577,224
2016,4,3675.45,989,577,1
2017,3,4327.0,887,577,1
2018,4,533.73,1080,1080,42
2019,5,61328.0,1511,577,1
2020,2,5396.76,1558,577,1
2021,10,61661.75,544,544,4
2022,2,2804.25,758,577,1
2023,3,6247.91,1471,1471,33
2024,4,4800.0,1542,273,0
2025,4,3997.82,208,1347,6
2026,2,19272.6,687,577,0
2027,3,620,1533,476,0
2028,3,55.62,1452,1452,4
2029,7,18058.23,1224,1224,4
2030,4,48951.31,1533,577,0
2031,6,166870.0,680,680,11
2032,2,19651.2,887,577,0
2033,11,15.96,1247,577,11
2034,4,2150.0,1545,273,0
2035,4,74400.0,1040,1224,6
2036,9,60611.81,819,819,2
2037,3,1714.0,348,348,2
2038,5,75.61,13,577,9
2039,11,118840.0,51,51,137
2040,2,74286.08,887,577,0
2041,5,30000.0,640,984,4
2042,6,610516.0,768,768,9
2043,8,80000.0,1153,1333,52
2044,3,144.53,893,577,1
2045,5,44273.95,355,1254,2
2046,5,93.75,961,577,0
2047,8,563750.0,1082,1082,14
2048,3,334.62,1258,577,6
2049,10,732.45,323,323,7
2050,3,669.24,738,577,2
2051,4,25.68,332,577,3
2052,3,179.91,1527,1527,0
2053,4,20493.28,355,577,1
2054,5,4500.0,720,533,5
2055,9,50000.0,824,814,3
2056,3,88887.07,1124,1124,4
2057,5,8475.0,1315,1315,1
2058,2,3458.48,1224,1224,0
2059,3,334.62,943,577,0
2060,2,71.19,145,577,5
2061,3,99850.0,68,68,6
2062,4,475,600,577,2
2063,9,152864.28,1347,1347,45
2064,4,5179.45,108,273,2
2065,3,13750.0,247,1315,2
2066,4,35978.4,1042,577,3
2067,2,128,544,544,1
2068,3,334.62,924,577,6
2069,10,180,355,1039,5
2070,8,39.9,120,577,6
2071,4,148500.0,476,476,0
2072,5,46.9,43,816,2
2073,3,20228.4,887,577,0
2074,3,1113.9,1040,577,9
2075,1,108.82,372,372,0
2076,6,106000.0,1217,1217,14
2077,4,241.65,512,512,1
2078,2,25710.0,285,285,0
2079,8,556250.0,1566,577,9
2080,10,72104.43,1347,1347,14
2081,14,504389.0,849,925,153
2082,3,178.94,1456,577,0
2083,1,60.59,825,825,0
2084,10,173880.0,306,306,343
2085,1,45.56,1232,1232,0
2086,13,53596.43,161,115,20
2087,3,21600.0,1224,1224,0
2088,3,96.95,908,908,1
2089,2,1289.61,390,390,0
2090,14,80534.0,132,132,9
2091,7,21950.48,1029,273,1
2092,4,25065.7,887,577,1
2093,4,1250.0,827,827,3
2094,1,23.99,1575,1575,0
2095,3,187.36,127,577,3
2096,1,188.51,852,852,0
2097,6,522.35,1047,1047,3
2098,1,485.5,1406,1406,4
2099,7,77500.0,1578,615,11
2100,3,231.77,677,677,2
2101,1,144.84,133,133,0
2102,13,318750.0,603,577,228
2103,2,441.49,687,577,0
2104,4,332.72,409,409,0
2105,5,133300.0,1301,1301,9
2106,2,165.52,427,427,0
2107,14,136000.0,1217,1217,15
2108,4,680.91,1155,577,1
2109,2,135.32,861,861,0
2110,5,1499.4,1549,1549,3
2111,1,149.39,176,176,0
2112,7,310.56,734,734,0
2113,2,74651.4,887,577,1
2114,3,136.44,1585,1585,1
2115,1,52.33,957,957,0
2116,3,31838.92,1224,1224,4
2117,4,77.04,1008,577,3
2118,11,60937.02,307,1347,10
2119,11,1,925,925,325
2120,3,1043.67,247,247,0
2121,4,10791.0,393,577,0
2122,12,118720.0,284,198,23
2123,4,55420.2,120,577,2
2124,1,453.93,1572,1572,0
2125,2,4214.01,883,896,2
2126,5,70000.0,1224,1224,6
2127,1,53.93,167,167,0
2128,8,175000.0,220,220,7
2129,5,43.64,799,577,1
2130,3,593.02,268,268,0
2131,2,79.18,329,329,1
2132,3,433.7,1503,577,6
2133,1,125.54,940,940,0
2134,4,1035.44,781,577,0
2135,2,7070.0,1224,1224,0
2136,5,885.75,93,577,5
2137,1,35.65,310,310,0
2138,18,497673.0,458,700,6
2139,4,15589.06,120,577,1
2140,2,127.71,1443,1443,0
2141,4,102.47,96,96,0
2142,6,169200.0,1283,273,9
2143,4,12000.0,1038,273,1
2144,5,3543.0,357,357,3
2145,4,1473.99,1472,1472,2
2146,2,124.14,247,247,0
2147,2,3287.05,147,577,0
2148,2,16437.3,887,577,0
2149,1,274.85,771,771,0
2150,2,9000.0,1009,1009,0
2151,4,137295.0,828,381,1
2152,2,867.4,1519,577,0
2153,7,199.4,1534,577,1
2154,1,67.03,957,957,0
2155,4,669.24,738,577,0
2156,3,334.62,604,577,2
2157,1,37.34,825,825,0
2158,4,7816.0,274,577,0
2159,1,80.76,656,656,3
2160,4,39103.0,887,577,2
2161,1,79.04,1419,1419,0
2162,3,168.36,1363,1363,0
2163,2,74329.8,887,577,0
2164,7,93590.0,284,273,11
2165,7,11460.09,544,544,3
2166,6,209737.41,57,57,1
2167,19,160300.0,1495,1495,59
2168,6,18442.0,1062,1062,7
2169,5,3988.56,1042,577,1
2170,4,10339.2,154,154,3
2171,6,78000.0,518,518,2
2172,2,2865.72,437,577,2
2173,4,11880.0,14,14,3
2174,5,104000.0,938,938,4
2175,1,100.4,814,814,0
2176,3,19915.19,120,577,2
2177,5,161536.62,887,577,3
2178,8,1149.12,120,577,3
2179,3,7296.69,1533,1123,0
2180,14,169925.0,209,925,15
2181,3,8396.2,887,577,1
2182,2,8610.0,1319,1265,0
2183,2,378.71,449,449,2
2184,9,110083.8,1549,1549,5
2185,1,25.39,528,528,0
2186,2,839.55,390,390,0
2187,1,92.96,825,825,0
2188,4,68851.0,887,577,2
2189,2,76.54,385,385,1
2190,20,266500.0,1362,381,300
2191,2,13519.2,887,577,0
2192,4,12150.0,79,79,1
2193,2,26.96,989,989,1
2194,3,2740.0,871,871,1
2195,4,1359.0,348,348,3
2196,3,154.05,1042,577,0
2197,2,3769.88,1542,577,0
2198,2,96.02,274,274,0
2199,3,937,642,577,0
2200,6,169000.0,304,304,14
2201,4,110400.0,827,827,0
2202,7,70000.0,220,220,12
2203,6,88400.0,274,274,8
2204,1,11.56,612,612,0
2205,2,29.97,1393,1393,3
2206,11,583946.0,680,680,15
2207,12,666672.3,680,680,3
2208,20,469988.1,971,971,7
2209,3,3795.25,1051,1051,4
2210,3,18953.83,887,577,0
2211,5,65564.0,1486,381,8
2212,1,110.78,746,746,0
2213,11,135000.0,51,51,13
2214,3,12773.8,1155,577,4
2215,2,2214.4,687,577,0
2216,2,101,1536,1536,0
2217,1,118.27,205,205,0
2218,5,595,1370,577,1
2219,2,28308.23,887,577,0
2220,1,182.07,949,949,0
2221,24,51895.01,1471,1471,6
2222,1,14.92,1003,1003,0
2223,8,250000.0,766,766,10
2224,3,17629.3,961,961,3
2225,2,3372.12,1515,1515,0
2226,3,32.1,120,577,1
2227,8,15000.0,534,273,19
2228,3,547.5,1123,1123,1
2229,4,363.53,1062,1062,3
2230,3,803.88,289,954,5
2231,3,572.24,746,746,2
2232,3,302.05,19,19,1
2233,5,88996.0,1153,984,6
2234,14,114000.0,250,250,106
2235,5,26.87,122,577,11
2236,4,4738.2,274,577,0
2237,3,120.84,1424,1424,0
2238,32,606961.0,1153,577,209
2239,7,12732.72,29,29,7
2240,2,54.25,929,577,8
2241,4,2642.0,150,577,5
2242,5,32932.73,961,577,3
2243,4,148720.0,386,386,11
2244,19,249415.0,1110,1110,367
2245,4,19.26,273,577,6
2246,4,2354.1,435,435,0
2247,2,8850.0,1347,1347,0
2248,3,58.51,838,838,1
2249,13,232050.0,373,1216,41
2250,2,2997.38,678,577,0
2251,3,8805.0,273,273,1
2252,8,25057.6,1547,1547,13
2253,9,51100.0,1169,1169,9
2254,6,110413.05,813,779,5
2255,5,50852.0,1570,577,1
2256,11,222200.0,1155,873,13
2257,5,387,248,577,7
2258,4,249.64,1042,577,0
2259,4,79350.0,871,871,3
2260,13,295148.7,1207,700,7
2261,3,209.02,561,561,0
2262,4,269.14,104,577,5
2263,16,105000.0,373,1216,16
2264,4,23126.0,581,381,2
2265,4,9995.0,1038,577,3
2266,5,95000.0,1543,1543,12
2267,3,129.24,679,679,0
2268,1,95.01,994,994,0
2269,18,11887.25,29,29,6
2270,11,36000.0,39,39,356
2271,4,92500.0,1259,1259,2
2272,3,160605.0,887,577,3
2273,4,22041.22,470,470,3
2274,12,190000.0,768,768,46
2275,2,1154.25,1347,1347,3
2276,5,1832.0,41,41,1
2277,8,99867.57,208,1347,11
2278,9,1163.44,1459,577,1
2279,10,669.24,1440,577,1
2280,1,29.29,532,532,0
2281,3,15928.82,887,577,0
2282,5,5273.93,1043,1123,1
2283,1,18.91,205,205,0
2284,1,480,1123,1123,0
2285,6,162072.35,51,51,11
2286,6,334.62,1088,577,1
2287,4,21600.0,68,68,2
2288,9,16393.55,470,470,3
2289,7,106666.67,1246,577,14
2290,5,12.84,524,577,1
2291,6,87455.11,598,598,4
2292,2,61203.91,887,577,0
2293,2,287,861,861,0
2294,2,260.97,527,577,2
2295,4,18000.0,957,957,2
2296,3,234.8,1265,577,4
2297,4,13928.64,887,577,1
2298,6,7.98,120,577,9
2299,4,6655.0,544,544,3
2300,3,11488.0,208,1347,9
2301,3,371.3,321,577,6
2302,3,0,887,577,0
2303,9,38.52,1574,577,1
2304,1,61.59,281,281,0
2305,1,397.08,74,74,0
2306,1,55.12,1325,1325,0
2307,10,413568.0,244,244,10
2308,3,4509.85,544,544,0
2309,3,50545.0,1124,1124,4
2310,1,397.88,1123,1123,0
2311,3,19.26,577,577,5
2312,2,804.4,1315,1315,0
2313,11,129600.0,827,827,21
2314,2,690.53,618,954,0
2315,6,8242.3,154,154,7
2316,4,153300.0,833,833,5
2317,4,77.04,766,577,2
2318,14,610237.28,1082,1082,259
2319,6,69045.28,1123,1123,3
2320,13,821067.0,1533,577,19
2321,2,87858.0,887,577,0
2322,6,369600.0,827,827,23
2323,10,100000.0,1110,1110,39
2324,4,526.96,1544,1544,5
2325,3,109.37,473,473,3
2326,4,19.26,1505,577,6
2327,4,107329.0,166,577,3
2328,4,62540.0,1347,1347,1
2329,6,500,368,368,2
2330,1,69.7,496,496,0
2331,1,20.94,787,787,0
2332,5,19950.48,922,273,5
2333,5,906.25,661,577,9
2334,8,1195920.0,603,577,3
2335,14,31300.0,284,577,21
2336,3,288.65,1397,577,1
2337,3,2740.0,39,577,0
2338,4,38.52,12,577,2
2339,5,5218.96,887,577,0
2340,22,105600.0,1543,1543,162
2341,6,334.62,36,577,13
2342,5,2673.9,1042,577,9
2343,2,10056.8,544,544,0
2344,6,150000.0,1161,1568,22
2345,1,43.68,1446,1446,0
2346,8,93500.0,476,476,6
2347,3,207.5,1142,1142,0
2348,2,341.02,1527,1527,0
2349,2,62209.5,887,577,1
2350,8,20329.97,739,739,7
2351,13,56400.0,1454,1454,6
2352,3,298.58,74,74,0
2353,2,4767.52,1347,1347,0
2354,12,209280.93,1123,1123,25
2355,2,73.27,123,123,0
2356,2,152.16,1035,1035,0
2357,1,311.75,1324,1324,0
2358,11,724370.5,576,576,7
2359,4,740.21,971,971,1
2360,12,137738.1,247,247,15
2361,2,61.1,395,395,0
2362,9,76734.32,1123,1123,1
2363,11,5825.0,978,506,10
2364,5,20000.0,1224,1224,1
2365,5,47.15,876,876,2
2366,4,69.99,894,577,2
2367,2,2865.72,1477,577,0
2368,2,104.76,832,577,0
2369,2,21.65,1079,577,4
2370,1,164.45,689,689,0
2371,5,37656.5,1155,577,5
2372,4,7300.0,15,273,3
2373,3,30172.0,1124,1124,1
2374,3,397.08,1295,577,3
2375,3,145.36,634,634,0
2376,3,334.62,1334,577,3
2377,3,50.85,728,728,0
2378,3,3147.9,142,142,1
2379,1,191.41,1342,1342,0
2380,11,41000.0,888,888,39
2381,5,63654.0,66,273,2
2382,2,39858.2,887,577,0
2383,2,9447.4,1347,1347,0
2384,7,31388.71,269,269,4
2385,3,332.8,1042,577,1
2386,3,1121.73,140,140,4
2387,3,900.3,1397,577,1
2388,2,25869.8,887,577,0
2389,3,539.43,887,577,1
2390,2,413.13,1506,1506,2
2391,6,1263.12,279,577,3
2392,2,52.56,35,35,0
2393,2,23750.0,544,544,0
2394,2,308.67,923,923,1
2395,2,47.44,887,577,0
2396,4,455.23,726,726,1
2397,4,54815.86,1571,577,0
2398,3,327.69,782,782,0
2399,2,174.59,1549,1549,0
2400,1,1950.0,1236,1236,0
2401,18,458800.0,603,386,374
2402,16,2483080.0,827,827,21
2403,4,160.53,248,248,0
2404,4,26915.0,1269,273,7
2405,6,4521.96,355,577,2
2406,4,38062.5,680,680,3
2407,2,3259.34,710,577,0
2408,15,70103.94,307,1347,221
2409,11,312240.0,1495,1495,5
2410,2,21695.0,1082,1082,1
2411,14,7541.72,1490,1490,8
2412,4,669.24,812,577,8
2413,3,12279.2,1042,577,0
2414,3,4984.35,1130,1130,2
2415,10,236848.0,966,930,12
2416,2,14268.0,887,577,0
2417,2,2779.19,22,577,5
2418,3,8725.14,340,340,3
2419,4,89000.0,476,476,2
2420,1,42.15,1430,1430,0
2421,4,404.85,43,816,2
2422,9,153600.0,899,198,11
2423,1,9534.0,1124,1124,0
2424,1,100.21,1209,1209,0
2425,3,2399.02,307,1347,5
2426,2,28.95,94,94,0
2427,1,460.82,810,810,0
2428,3,3659.52,898,577,0
2429,18,114182.0,1123,1123,9
2430,3,334.62,992,577,1
2431,4,149600.0,640,640,6
2432,7,345227.27,680,680,3
2433,1,67.32,1419,1419,0
2434,6,1229.64,898,577,2
2435,4,89.88,887,577,3
2436,3,40515.9,887,577,0
2437,3,370.46,969,969,0
2438,3,10000.0,506,506,0
2439,4,19.26,1055,577,8
2440,8,82630.0,1472,1472,22
2441,3,1645.96,1347,1347,2
2442,6,94004.7,208,1347,13
2443,2,3574.32,210,577,4
2444,2,42.58,887,577,0
2445,4,2835.52,1528,577,5
2446,8,3290.91,1062,1062,186
2447,6,719.96,147,147,14
2448,3,2816.05,208,1347,7
2449,8,28400.0,917,917,14
2450,3,669.24,1101,577,1
2451,12,84038.03,725,725,234
2452,2,9206.0,281,577,0
2453,4,1815.75,1118,577,0
2454,4,4360.06,827,827,2
2455,8,31719.0,470,470,4
2456,4,387,1557,577,1
2457,5,19731.23,1259,1259,5
2458,5,161619.0,1412,273,2
2459,5,27356.1,1472,1472,6
2460,1,4659.65,273,273,0
2461,3,70684.04,1089,1089,1
2462,10,199959.0,1412,273,4
2463,3,116.94,1533,1123,1
2464,3,2809.37,208,1347,1
2465,4,18.36,1415,577,0
2466,4,4112.7,1347,1347,1
2467,3,3133.93,208,1347,2
2468,4,952.3,165,165,1
2469,3,4299.08,150,577,0
2470,6,1121.6,1299,577,1
2471,3,33.15,1397,577,0
2472,9,63148.17,1451,1451,88
2473,1,302.18,844,844,0
2474,3,1360.5,255,255,3
2475,10,176838.0,1259,1259,7
2476,3,325.05,1000,1000,3
2477,2,81.91,1238,1238,0
2478,9,52697.25,993,1123,4
2479,2,387,1571,1571,0
2480,8,171504.58,470,470,7
2481,6,606.3,402,402,0
2482,1,151.72,968,968,0
2483,1,4.4,1498,1498,0
2484,4,245.91,533,577,0
2485,1,101.67,1343,1343,0
2486,1,226.36,1325,1325,0
2487,7,199080.0,544,544,5
2488,2,23.31,1499,1039,0
2489,8,136822.0,1454,1454,20
2490,3,133.96,1265,577,1
2491,22,213700.0,250,250,144
2492,7,162000.0,1563,1563,13
2493,5,7840.0,68,68,5
2494,21,584364.0,1445,1442,12
2495,8,159840.0,827,577,11
2496,4,4400.0,3,577,1
2497,2,7896.28,284,144,0
2498,2,1418.85,1123,1123,0
2499,4,669.24,795,577,8
2500,8,30000.0,1148,1148,3
2501,1,7.19,1206,1206,0
2502,2,26015.43,887,577,0
2503,8,280783.26,1472,1472,19
2504,4,42570.0,547,1442,0
2505,1,46.76,1324,1324,0
2506,2,669.24,577,577,0
2507,1,29.58,160,160,0
2508,2,2809.95,1499,544,0
2509,3,2280.0,1062,1062,0
2510,14,5873.92,671,671,10
2511,6,4487.0,195,195,5
2512,7,88440.0,1563,1563,210
2513,1,190.8,1130,1130,0
2514,11,33540.0,1454,1454,2
2515,6,5046.84,161,115,1
2516,4,5974.4,654,577,5
2517,9,159955.39,1367,1347,17
2518,4,334.62,797,577,11
2519,3,141.25,23,23,1
2520,3,43.15,816,816,0
2521,3,397.08,1280,577,1
2522,3,332.1,1265,577,2
2523,3,16270.77,1347,1347,1
2524,5,334.62,954,577,12
2525,4,71872.42,1123,1123,3
2526,3,102.15,1465,1465,0
2527,6,53223.0,544,544,3
2528,3,334.62,746,577,1
2529,9,28300.0,304,304,8
2530,4,35553.55,565,273,1
2531,2,75.65,887,577,0
2532,3,1528.0,1211,577,3
2533,1,24.89,156,156,0
2534,1,62.96,479,479,0
2535,3,397.08,179,577,0
2536,2,366.63,140,140,3
2537,4,221.92,822,577,2
2538,9,48906.0,1153,984,8
2539,4,74835.6,887,577,5
2540,6,2058.96,1465,577,11
2541,4,6053.79,340,340,5
2542,8,33469.35,364,364,15
2543,4,2723.0,887,577,7
2544,12,148610.0,79,79,28
2545,8,4157.77,776,577,14
2546,4,489.46,1587,577,1
2547,2,4292.49,187,954,0
2548,1,59.59,1105,1105,1
2549,17,261600.0,1333,1333,605
2550,4,40000.0,256,1364,13
2551,1,100.55,1010,1010,0
2552,6,45682.84,102,102,6
2553,8,58962.0,1352,1352,5
2554,2,2161.02,701,577,0
2555,2,4344.3,887,577,1
2556,3,25600.0,544,544,0
2557,9,519.09,1042,577,21
2558,3,669.24,563,577,0
2559,5,142376.0,1563,1563,6
2560,5,18432.0,888,888,8
2561,2,38545.2,887,577,0
2562,4,77.04,198,577,7
2563,14,134000.0,595,273,10
2564,15,270715.1,544,544,17
2565,3,638.9,1391,1391,6
2566,2,2872.0,1347,1347,0
2567,5,533.97,1047,1047,3
2568,2,144.6,1225,1225,0
2569,6,48106.2,598,598,5
2570,3,7650.0,142,142,0
2571,11,310.61,1256,1256,2
2572,5,146050.0,273,273,9
2573,10,5984.1,1118,577,2
2574,3,202.56,1157,577,0
2575,6,22239.0,1259,1259,27
2576,8,75000.0,1067,1067,10
2577,14,14442.0,247,247,4
2578,2,200.27,152,152,3
2579,4,6000.49,1155,577,5
2580,3,44500.0,476,476,0
2581,3,376,726,726,0
2582,1,250.44,1062,1062,0
2583,4,742.6,684,577,2
2584,7,1705.55,973,1025,1
2585,2,718.68,887,577,0
2586,2,2997.38,287,577,0
2587,1,845,1172,1172,0
2588,2,310.32,544,544,4
2589,2,1339.86,120,577,0
2590,14,156000.0,518,518,256
2591,8,17613.0,39,925,5
2592,5,40000.0,680,680,14
2593,6,287946.3,938,938,15
2594,4,5261.0,1082,577,4
2595,7,1039.29,390,390,4
2596,16,153600.0,284,198,15
2597,4,15802.28,1571,577,1
2598,6,89250.0,768,577,4
2599,1,34.51,351,351,0
2600,17,12581.64,307,1347,57
2601,1,80.96,1342,1342,0
2602,1,216.73,249,249,0
2603,2,3093.94,1450,577,0
