,0,1,2,3,4
3660,13,1216000.0,1500,1532,342
3661,4,216.92,660,577,6
3662,7,3365.4,161,161,42
3663,3,669.24,887,577,1
3664,6,131915.7,506,506,4
3665,3,51363.04,887,577,1
3666,5,121542.66,1368,1368,5
3667,1,1293.0,1576,1576,0
3668,2,3769.88,789,577,1
3669,6,1121.6,548,577,1
3670,3,144.53,564,577,3
3671,6,8000.0,1067,1067,1
3672,4,44139.03,1123,1123,0
3673,9,75553.73,671,671,11
3674,8,47382.8,208,1347,14
3675,13,55003.0,690,690,4
3676,6,3718.98,1339,577,21
3677,4,9000.0,499,273,0
3678,3,1714.0,348,348,1
3679,1,21.66,1,1,0
3680,4,21504.0,209,700,3
3681,2,32.04,120,577,0
3682,2,768,1130,1130,4
3683,1,81.28,1164,1164,0
3684,3,729.21,12,12,0
3685,1,171.31,1342,1342,0
3686,3,334.62,1380,577,1
3687,4,55226.4,47,273,2
3688,3,6495.4,1123,1123,1
3689,2,249.28,728,728,0
3690,2,3093.94,527,577,0
3691,5,49031.44,1063,1063,7
3692,4,669.24,658,577,8
3693,4,25890.0,827,827,1
3694,11,9000.0,1248,1248,14
3695,2,2804.25,887,577,0
3696,4,80000.0,1259,1259,4
3697,3,374.45,1073,1073,0
3698,10,6800.0,373,1216,192
3699,10,299960.0,386,386,190
3700,6,46752.4,0,91,10
3701,2,2520.0,14,14,0
3702,1,206.53,987,987,0
3703,4,142500.0,1243,1243,6
3704,4,6404.02,1515,1515,1
3705,2,5086.0,544,544,0
3706,3,2000.0,504,504,0
3707,6,13690.72,208,1347,6
3708,2,5384.0,1211,577,4
3709,8,218400.0,766,204,7
3710,2,446.19,274,274,0
3711,2,30.48,1073,1073,0
3712,3,24648.0,887,577,2
3713,8,89658.0,208,1347,22
3714,6,7636.72,1549,1549,2
3715,2,15517.0,1347,1347,0
3716,7,32000.0,506,756,10
3717,5,7089.55,887,577,2
3718,6,17184.45,834,1039,0
3719,11,60187.0,1533,1123,1
3720,6,13024.58,161,115,3
3721,4,19500.0,827,827,4
3722,3,484.05,1347,1347,0
3723,1,183.02,249,249,0
3724,4,288.08,1413,577,2
3725,5,10291.96,1549,1549,1
3726,18,555000.0,1082,1082,518
3727,2,84.2,412,412,0
3728,4,156.1,1042,577,0
3729,8,3010.0,544,544,7
3730,3,14266.2,120,577,2
3731,29,270592.63,533,533,280
3732,1,339.18,1569,1569,0
3733,2,1525.0,887,577,1
3734,1,29.85,167,167,0
3735,4,52.94,515,515,0
3736,6,371.3,131,577,1
3737,9,13700.0,680,680,2
3738,3,334.62,1075,577,1
3739,2,12321.02,1347,1347,0
3740,3,1589.78,208,1347,6
3741,4,120000.0,158,158,5
3742,5,108242.0,1211,577,4
3743,12,4300.0,544,544,17
3744,5,171000.0,680,680,4
3745,13,166580.0,1173,1173,26
3746,2,42.83,560,560,0
3747,3,9879.68,1347,1347,0
3748,8,43316.0,178,178,8
3749,4,100000.0,1110,1110,5
3750,4,31.92,120,577,3
3751,9,5242.1,1123,1123,6
3752,7,306250.0,284,273,27
3753,8,5261.2,465,1025,6
3754,6,7936.34,465,1025,0
3755,2,1227.81,887,577,0
3756,3,9950.0,39,577,0
3757,1,105.06,1325,1325,0
3758,8,155625.0,938,938,14
3759,1,69.5,163,163,0
3760,9,67100.0,1211,577,3
3761,7,657540.0,1083,1083,2
3762,5,3093.94,887,577,0
3763,12,183600.0,1082,577,15
3764,3,334.62,1050,577,1
3765,3,14515.0,1155,1155,0
3766,3,118.27,1077,1077,0
3767,4,2604.3,887,577,2
3768,6,1500.0,1314,1314,7
3769,5,51.48,1534,577,1
3770,2,2865.79,1534,577,0
3771,5,18349.2,544,544,2
3772,7,19.26,548,577,5
3773,2,108.01,887,577,1
3774,3,1938.82,802,1347,1
3775,6,309.64,1515,577,1
3776,8,30492.86,247,247,8
3777,1,265.03,684,684,0
3778,4,6350.0,887,577,0
3779,2,1480.96,887,577,0
3780,5,3770.0,813,779,3
3781,1,2.29,1021,1021,0
3782,3,135.79,577,577,1
3783,4,119995.0,247,247,4
3784,1,203.56,411,411,0
3785,3,17105.0,871,577,0
3786,4,21179.75,1472,1472,1
3787,4,245.78,1544,1544,3
3788,18,226250.0,284,273,204
3789,4,1817.3,885,577,0
3790,10,1398000.0,1110,1110,16
3791,3,669.24,740,577,0
3792,25,2500200.0,97,97,21
3793,1,23.61,949,949,0
3794,5,110000.0,1110,1110,6
3795,3,669.24,1119,577,3
3796,10,924804.29,691,1224,10
3797,9,2168.29,307,1347,7
3798,6,5117.5,247,1315,6
3799,4,12259.4,887,577,4
3800,4,13040.75,273,273,5
3801,4,90000.0,1110,1110,2
3802,2,342.4,755,577,3
3803,10,59023.92,544,544,8
3804,3,8288.1,247,247,0
3805,4,11158.88,307,1347,1
3806,5,194500.0,1110,1110,6
3807,3,20963.11,208,1347,7
3808,3,1373.12,887,577,0
3809,3,109.01,1231,1231,1
3810,2,344.4,1499,1039,5
3811,5,15.96,769,577,0
3812,3,3800.0,1034,1034,0
3813,3,3600.0,1067,1067,1
3814,4,5800.0,330,577,3
3815,4,37890.0,1442,1442,6
3816,2,89.88,1330,577,6
3817,3,30.25,1585,1585,0
3818,3,73.94,726,726,0
3819,1,79.71,771,771,0
3820,4,40000.0,141,1123,2
3821,4,669.24,257,577,12
3822,4,669.24,1108,577,0
3823,6,34687.68,274,577,0
3824,3,334.62,755,577,0
3825,5,105437.0,961,961,7
3826,3,22507.63,307,1347,2
3827,5,22500.0,273,273,3
3828,11,132984.0,1472,1472,51
3829,4,8800.0,609,609,1
3830,2,8206.0,887,577,0
3831,31,693965.09,1224,1224,14
3832,9,80000.0,1251,1251,180
3833,9,74700.0,284,273,31
3834,2,3600.0,521,521,0
3835,4,9298.39,382,382,4
3836,1,22.55,813,813,0
3837,3,2998.53,154,154,2
3838,1,133.44,1408,1408,0
3839,2,82.95,1057,1057,1
3840,3,901.96,746,746,1
3841,5,1103.65,903,577,4
3842,3,7000.0,1352,1352,0
3843,2,197.97,189,189,0
3844,1,324.56,1052,1052,0
3845,4,5394.48,1515,1515,0
3846,2,14671.32,887,577,0
3847,1,225.13,105,105,0
3848,5,9754.09,1123,1123,8
3849,6,205000.0,1578,273,2
3850,4,144.53,1201,577,0
3851,1,32.88,908,908,0
3852,10,239502.03,208,683,348
3853,3,2500.0,150,577,3
3854,4,57725.12,1124,1124,1
3855,6,10650.0,470,470,14
3856,2,1471.19,401,401,3
3857,3,4940.39,753,753,0
3858,1,151.28,531,531,0
3859,4,61344.0,476,476,2
3860,4,37500.0,871,871,0
3861,5,216.92,659,577,6
3862,15,140000.0,813,779,337
3863,3,2397.78,213,213,0
3864,5,401.86,5,577,8
3865,1,156.44,764,764,0
3866,3,2976.4,972,972,0
3867,2,28.5,1356,1356,0
3868,1,218.26,30,30,0
3869,6,125040.0,765,577,5
3870,3,4128.0,159,159,1
3871,4,92695.0,945,873,8
3872,25,288800.0,938,938,199
3873,1,13.28,587,587,0
3874,11,440600.0,434,434,14
3875,5,334.62,1522,577,0
3876,3,3622.89,30,577,1
3877,6,107068.5,178,1110,1
3878,3,17500.0,1224,1224,1
3879,4,216.99,1032,577,5
3880,5,55473.0,1396,577,4
3881,1,1212.4,1571,1571,0
3882,6,32.1,1277,577,8
3883,4,15.96,478,577,1
3884,10,140000.0,137,137,10
3885,3,9649.92,1347,1347,1
3886,1,61.59,1229,1229,0
3887,3,1230.0,604,604,1
3888,4,94114.52,1571,577,0
3889,9,117114.06,1082,577,9
3890,4,669.24,956,577,11
3891,2,650.2,1315,1315,4
3892,2,53.88,973,973,0
3893,1,45.38,270,270,0
3894,5,334.62,527,577,1
3895,2,390.7,467,467,1
3896,2,155,189,189,0
3897,4,67724.88,961,577,0
3898,1,329.79,266,266,0
3899,3,70.8,1397,577,0
3900,10,653558.79,1571,577,14
3901,2,120000.0,1009,1009,1
3902,5,24042.0,102,102,10
3903,4,367.86,1544,1544,4
3904,2,23728.9,887,577,1
3905,3,19392.85,887,577,0
3906,16,65790.0,813,1009,185
3907,5,270000.0,1218,1218,5
3908,4,20727.0,1082,577,1
3909,4,150.95,672,577,8
3910,1,53.12,841,841,0
3911,2,961.08,887,577,1
3912,4,32.1,1538,577,0
3913,24,144000.0,888,888,25
3914,2,8460.0,1481,1481,14
3915,1,106.98,157,157,0
3916,3,70000.0,102,102,0
3917,4,2520.0,1123,1123,5
3918,5,87093.3,887,577,1
3919,1,443.65,110,110,0
3920,3,61941.5,887,577,1
3921,1,83.51,418,418,0
3922,4,200658.6,887,577,1
3923,4,3149.68,1472,1472,3
3924,3,580.94,1449,577,6
3925,5,50000.0,597,577,1
3926,11,881988.0,1491,1205,18
3927,1,20.7,1552,1552,0
3928,3,9500.0,732,732,2
3929,6,14800.0,134,134,2
3930,1,152.96,800,800,0
3931,2,1528.52,16,954,0
3932,1,358.32,577,577,0
3933,3,4711.2,1549,1549,4
3934,3,390.92,409,409,0
3935,2,268.75,721,721,0
3936,10,92500.0,1259,1259,75
3937,4,352.73,1544,1544,0
3938,15,13136.36,1025,1025,7
3939,4,13560.0,1259,1259,1
3940,1,353.22,1062,1062,0
3941,2,392.99,887,577,0
3942,18,183437.7,544,544,22
3943,6,76700.0,208,1347,5
3944,1,53.19,1075,1075,0
3945,3,32.4,264,577,0
3946,4,19823.0,1082,577,5
3947,2,10132.42,1347,1347,0
3948,11,415984.25,1368,577,25
3949,2,26620.25,887,577,1
3950,9,108000.0,39,39,7
3951,8,246712.0,1211,1211,13
3952,1,15.35,114,114,0
3953,2,119.04,1096,1096,0
3954,2,315,450,450,0
3955,2,23127.12,887,577,3
3956,4,2525.4,598,598,1
3957,8,29296.88,1314,1314,5
3958,1,333.67,270,270,0
3959,4,115309.34,476,476,10
3960,2,7740.0,14,14,0
3961,4,254.15,19,19,3
3962,5,123575.73,476,476,3
3963,7,272120.0,434,434,5
3964,5,65000.0,386,386,2
3965,4,3900.0,450,450,1
3966,1,3322.0,1224,1224,0
3967,2,17190.88,1508,577,0
3968,3,334.62,1302,577,0
3969,8,1269.84,1142,1442,1
3970,5,288.08,1459,577,11
3971,1,124,105,105,0
3972,3,85.35,690,1096,0
3973,4,184.19,527,577,1
3974,4,0,900,577,5
3975,4,9000.0,1412,577,7
3976,4,48400.0,132,132,3
3977,3,347.06,1062,1062,0
3978,1,1163.85,1062,1062,0
3979,32,944720.0,1521,109,30
3980,3,350.93,704,704,0
3981,4,97192.9,1533,1123,3
3982,7,17108.07,971,971,7
3983,5,68930.16,150,577,6
3984,14,841000.0,1176,1106,13
3985,5,6181.47,247,247,0
3986,5,61410.0,1400,557,3
3987,2,2174.99,1133,577,3
3988,4,24775.0,39,577,2
3989,1,105.31,1302,1302,0
3990,23,194880.0,1217,1217,168
3991,3,365.73,1188,1188,5
3992,8,31000.0,1083,1083,6
3993,11,70000.0,779,779,284
3994,8,970884.23,1472,1472,10
3995,4,12000.0,120,577,3
3996,3,8291.5,1042,577,0
3997,2,3287.05,287,577,0
3998,5,25537.82,1472,1472,2
3999,3,128752.59,887,577,0
4000,3,940.8,1062,1062,6
4001,3,2865.06,521,577,6
4002,14,564506.89,307,1347,14
4003,11,219920.8,1347,1347,22
4004,2,391,1384,1384,0
4005,3,24.89,668,668,0
4006,3,23488.35,887,577,3
4007,12,80000.0,813,779,300
4008,3,830.81,411,411,0
4009,2,10557.2,887,577,0
4010,1,105.79,623,623,0
4011,3,34.93,1373,1373,0
4012,6,6007.68,273,273,203
4013,7,577.27,1472,1472,4
4014,4,260.52,104,577,2
4015,2,1974.9,887,577,0
4016,14,245000.0,2,591,79
4017,3,32737.2,1533,476,0
4018,3,1700.0,1123,1123,6
4019,1,870,1026,1026,0
4020,3,1840.08,465,1025,3
4021,5,86873.64,1578,273,1
4022,2,12087.07,1347,1347,2
4023,2,334.62,577,577,0
4024,6,9995.0,461,461,5
4025,5,6.42,838,577,10
4026,4,100,358,1442,0
4027,3,5792.6,1130,1130,1
4028,3,3700.0,30,30,0
4029,3,1292.12,802,1347,1
4030,2,28.95,1274,577,1
4031,4,5350.0,827,827,1
4032,2,2586.98,330,577,1
4033,2,1100.4,1315,1315,0
4034,5,30389.89,1397,577,9
4035,5,232500.0,1416,1551,1
4036,3,2708.5,887,577,0
4037,19,904520.01,680,680,16
4038,1,117.32,521,521,0
4039,3,144.53,24,577,1
4040,2,3769.88,1192,577,5
4041,1,149.59,473,473,0
4042,2,10030.0,1347,1347,2
4043,3,2851.75,247,577,1
4044,6,49869.33,1063,1063,1
4045,2,14963.73,887,577,0
4046,2,28.6,631,577,0
4047,3,254.57,1057,1057,0
4048,4,22200.0,442,557,4
4049,5,174359.1,1040,1224,3
4050,3,63750.0,1533,476,0
4051,6,547025.0,827,827,3
4052,2,5046.69,1572,577,2
4053,2,881.4,1422,1422,0
4054,4,5750.0,827,827,1
4055,1,41.49,907,907,0
4056,11,45441.54,470,470,10
4057,6,24536.0,208,1347,239
4058,6,25600.0,302,396,4
4059,1,26.15,390,390,0
4060,16,1200000.0,284,198,30
4061,11,246403.1,1472,1472,4
4062,7,25000.0,779,779,10
4063,4,53454.0,577,577,2
4064,7,20000.0,1162,577,4
4065,4,2707.48,208,1347,1
4066,1,500.74,1224,1224,0
4067,1,480.1,1130,1130,0
4068,12,760321.45,284,273,15
4069,7,105302.4,1549,1549,7
4070,3,16000.0,68,68,2
4071,1,60.3,1494,1494,0
4072,1,4620.2,273,273,0
4073,6,219179.61,178,178,13
4074,16,1035681.82,680,680,8
4075,2,56230.0,887,577,3
4076,2,15911.8,533,533,0
4077,7,136500.0,603,386,5
4078,5,2928.17,208,1347,1
4079,3,6277.4,208,1347,1
4080,8,49000.0,1404,1404,9
4081,1,60.71,852,852,0
4082,18,262740.0,1040,1224,164
4083,3,59134.58,938,938,0
4084,6,249000.0,827,827,5
4085,8,547692.36,1082,577,24
4086,6,339200.0,304,304,8
4087,5,1718.48,1073,1073,1
4088,2,1342.5,25,25,2
4089,2,97.34,838,838,1
4090,7,180000.0,1148,1148,7
4091,5,19.26,780,577,11
4092,5,191520.0,306,306,10
4093,4,31991.0,1182,1442,0
4094,1,61.98,1571,1571,0
4095,7,223100.0,373,1216,4
4096,4,11460.0,887,577,6
4097,2,2103.37,527,577,9
4098,7,95000.0,1543,1543,1
4099,3,334.62,497,577,1
4100,4,3081.13,208,1347,5
4101,19,235650.0,1301,1301,399
4102,4,669.24,1470,577,5
4103,2,39.05,709,709,0
4104,1,12898.5,1224,1224,0
4105,1,80.91,546,546,0
4106,11,31030.34,1063,1063,13
4107,3,334.62,434,577,1
4108,9,304750.0,259,259,11
4109,4,9983.0,832,55,0
4110,12,234658.0,828,1205,17
4111,4,135.79,309,577,0
4112,3,6.98,374,577,7
4113,3,1270.0,120,577,0
4114,3,14700.0,938,938,3
4115,4,30850.0,975,273,10
4116,4,7802.42,208,1347,10
4117,2,25854.15,887,577,0
4118,1,49.49,1576,1576,0
4119,7,29288.0,598,598,6
4120,3,5285.95,1347,1347,1
4121,2,425.95,447,447,6
4122,1,82.56,1127,1127,1
4123,2,712.5,25,25,1
4124,1,33.3,810,810,0
4125,4,0,1542,577,1
4126,15,249368.0,640,640,11
4127,3,397.08,905,577,0
4128,3,1003.86,1040,577,4
4129,9,17731.04,1481,1481,9
4130,4,67.62,1585,1585,1
4131,13,182900.0,470,470,215
4132,4,11467.5,208,1347,12
4133,3,1789.42,389,577,0
4134,2,542.5,476,476,4
4135,3,392.99,1226,577,0
4136,22,506700.0,51,51,367
4137,11,11667.5,544,544,6
4138,1,69.93,1428,1428,0
4139,3,37500.0,1259,1259,1
4140,3,5256.0,335,577,0
4141,12,229532.51,533,533,2
4142,2,42828.0,887,577,0
4143,2,81031.8,887,577,3
4144,3,23.55,1270,577,9
4145,4,78000.0,51,51,10
4146,17,45133.16,533,533,5
4147,3,810.83,533,533,1
4148,4,22655.0,1224,1224,1
4149,6,329.34,544,544,5
4150,2,433.7,596,577,7
4151,2,2468.71,141,141,1
4152,6,91910.0,1533,476,0
4153,4,50869.5,273,273,3
4154,2,168.64,48,577,0
4155,3,3197.7,1481,1481,1
4156,7,18275.0,1472,1472,7
4157,4,7120.0,12,12,0
4158,2,43.4,450,450,0
4159,9,1226.82,482,577,14
4160,8,1684.15,965,577,16
4161,4,99.86,370,577,18
4162,3,470.62,1103,1103,2
4163,4,122165.87,208,1347,6
4164,2,3524.0,1062,1062,1
4165,6,6817.09,402,402,2
4166,8,155815.6,465,1315,5
4167,29,2974888.0,603,591,48
4168,6,92274.04,1533,1123,212
4169,1,300.32,1507,1507,0
4170,4,2231.71,969,969,1
4171,3,3582.8,1062,1062,7
4172,4,4215.67,1347,1347,0
4173,3,834,1397,577,0
4174,1,82.98,947,947,0
4175,3,145.67,1289,577,6
4176,5,140800.0,938,938,5
4177,3,11353.27,1472,1472,2
4178,3,388.23,851,851,0
4179,2,735.23,1347,1347,0
4180,3,151.79,1543,1543,0
4181,2,158.19,83,83,1
4182,10,37950.0,1215,1215,239
4183,2,1412.19,887,577,0
4184,9,13776.56,307,1347,6
4185,1,392,416,416,0
4186,9,128810.0,1474,1364,303
4187,1,562.12,1041,1041,0
4188,5,175546.25,1040,1224,3
4189,3,669.24,1385,577,0
4190,4,2482.26,887,577,1
4191,3,9699.87,1224,1224,3
4192,4,27489.0,1533,1123,0
4193,3,334.62,902,577,0
4194,8,17942.61,373,1216,8
4195,4,5760.0,78,78,8
4196,5,334.62,216,577,2
4197,3,617.56,140,140,1
4198,5,1878.04,1042,577,1
4199,2,255.8,1315,1315,1
4200,7,5200.0,1535,946,6
4201,5,52866.0,51,51,3
4202,4,7000.0,273,273,1
4203,15,1200000.0,284,198,29
4204,2,529.92,390,390,0
4205,2,20.72,1558,577,1
4206,3,559.41,866,866,2
4207,1,7.9,957,957,0
4208,4,334.62,865,577,0
4209,9,11687.32,208,1347,11
4210,1,20.74,234,234,0
4211,2,10440.23,862,577,4
4212,2,32638.4,887,577,4
4213,3,36140.6,887,577,1
4214,2,3063.17,291,577,0
4215,1,225.8,675,675,0
4216,6,128027.0,284,273,11
4217,4,2500.0,330,577,3
4218,3,26700.0,247,247,1
4219,4,669.24,1010,577,14
4220,4,485.92,523,523,0
4221,4,7875.0,900,577,3
4222,4,24150.0,544,544,4
4223,4,411.76,1062,1062,3
4224,6,2607.12,887,577,0
4225,5,21049.23,1549,1549,1
4226,3,195.8,126,126,0
4227,14,54750.0,1362,1307,161
4228,4,669.24,474,577,9
4229,3,9336.0,887,577,0
4230,3,265.33,1000,1000,0
4231,3,179.88,1460,1460,1
4232,3,128.54,726,726,0
4233,4,32.1,1440,577,2
4234,4,1079.5,1314,273,1
4235,5,293.68,43,816,4
4236,3,248.71,649,577,5
4237,3,669.24,358,577,1
4238,3,9947.0,356,577,0
4239,3,334.62,119,577,0
4240,2,2750.0,938,938,0
4241,3,52.68,527,577,0
4242,3,70412.4,887,577,0
4243,4,2355.6,1549,1549,3
4244,2,451.75,923,923,0
4245,4,16198.99,1224,1224,1
4246,19,0,52,52,36
4247,5,631.68,989,577,5
4248,7,53448.79,247,247,5
4249,1,236,1124,1124,0
4250,5,57543.33,1162,577,2
4251,2,4508.88,247,247,0
4252,5,79521.75,274,577,1
4253,3,17316.0,141,1123,0
4254,5,228000.0,768,768,1
4255,1,24.05,952,952,0
4256,3,334.62,778,577,5
4257,1,154.45,30,30,0
4258,3,30000.0,1478,1478,1
4259,2,34.61,773,577,0
4260,8,13077.23,544,544,7
4261,4,251.52,1515,1515,0
4262,1,42.79,366,366,0
4263,3,44247.0,887,577,0
4264,3,78.32,895,895,0
4265,3,6105.0,1224,1224,6
4266,7,491400.0,1259,1259,15
4267,2,439.18,923,923,0
4268,13,26880.0,1072,1072,11
4269,3,334.62,580,577,0
4270,10,10500.0,1416,1551,16
4271,4,7800.0,961,961,0
4272,3,75.49,892,577,10
4273,1,421.05,771,771,0
4274,4,33707.72,1124,1124,1
4275,2,1412.04,247,247,1
4276,5,43999.99,208,1347,7
4277,1,3820.8,1224,1224,0
4278,2,22096.32,938,938,1
4279,3,1564.72,1062,1062,0
4280,4,763.6,1042,577,1
4281,6,160000.0,680,680,6
4282,1,95.59,106,106,0
4283,3,349.27,1138,1138,0
4284,3,2010.0,1042,577,1
4285,4,28800.0,1040,1224,6
4286,4,669.24,939,577,2
4287,2,4637.1,577,577,0
4288,4,76.22,515,515,0
4289,14,180836.23,470,470,53
4290,9,383294.98,680,680,17
4291,1,127.98,1193,1193,0
4292,17,30358.26,1347,1347,241
4293,10,100000.0,1309,1309,56
4294,6,70412.4,887,577,0
4295,5,240000.0,597,615,10
4296,3,45640.0,476,476,0
4297,1,76.71,1225,1225,0
4298,4,372.82,1025,1025,0
4299,12,545000.0,209,925,9
4300,4,47359.16,887,577,1
4301,14,41000.0,235,235,111
4302,3,18643.68,120,577,0
4303,1,260,908,908,0
4304,2,506.28,887,577,0
4305,8,20261.54,1549,1549,18
4306,4,334.62,663,577,0
4307,4,11820.0,887,577,1
4308,4,24480.0,68,68,2
4309,1,13278.72,1224,1224,0
4310,5,12377.55,120,577,1
4311,4,16277.4,1472,1472,1
4312,9,224400.0,1162,577,8
4313,4,24794.0,1472,1472,2
4314,3,21021.2,1224,1224,0
4315,5,11375.0,565,273,0
4316,1,78,337,337,0
4317,8,700,842,577,41
4318,5,41385.0,247,247,3
4319,2,2804.25,1565,577,0
4320,1,3490.0,476,476,0
4321,3,2394.0,1034,1034,0
4322,1,99.98,387,387,0
4323,4,906,792,577,0
4324,3,32634.0,887,577,1
4325,1,38.16,558,558,0
4326,8,2415.3,461,1025,7
4327,4,334.62,855,577,6
4328,3,2800.0,544,544,0
4329,2,2940.0,961,961,0
4330,3,3335.0,180,180,0
4331,1,354.3,852,852,0
4332,1,263.76,1062,1062,0
4333,1,179.74,13,13,0
4334,2,77137.8,1472,1472,1
4335,1,81.18,69,69,0
4336,2,2156.45,326,577,0
4337,1,130.01,276,276,0
4338,2,2395.9,120,577,0
4339,4,42348.0,120,577,0
4340,3,31443.68,887,577,2
4341,4,2400.0,247,247,0
4342,3,6288.2,247,247,1
4343,3,23887.85,887,577,0
4344,4,24775.0,957,957,3
4345,5,112760.0,1259,1259,4
4346,1,392.8,1052,1052,0
4347,3,11400.0,544,544,3
4348,1,271.11,210,210,0
4349,7,98800.0,274,274,9
4350,1,172.5,825,825,0
4351,11,26371.41,161,115,7
4352,4,40.01,1458,1458,1
4353,2,965,544,544,1
4354,5,80626.0,134,134,8
4355,9,7180.0,544,544,6
4356,4,2703.72,887,577,1
4357,9,50370.0,1025,1025,7
4358,2,4807.31,887,577,0
4359,3,1957.74,348,348,0
4360,1,77.06,771,771,0
4361,10,4242.31,980,1123,6
4362,16,103400.0,1414,918,26
4363,4,13000.0,1207,458,10
4364,3,7450.0,1533,476,0
4365,13,680202.0,1083,1083,114
4366,20,46145.21,1169,1169,11
4367,4,1870.52,1155,577,1
4368,6,160000.0,603,779,10
4369,4,669.24,1471,577,7
4370,1,19.59,25,25,0
4371,3,1132.24,228,577,11
4372,5,57431.16,1549,1549,0
4373,2,200,1315,1315,0
4374,2,2865.79,1085,577,0
4375,9,270600.0,768,768,28
4376,1,22.64,801,801,0
4377,2,150.61,1323,1323,1
4378,2,2515.44,723,723,0
4379,3,113.93,525,525,1
4380,15,327984.8,1472,134,23
4381,5,2707.69,135,577,6
4382,9,8038.96,1123,1123,9
4383,4,51676.8,1347,1347,3
4384,3,556.16,1538,1538,1
4385,10,65535.69,465,1025,6
4386,3,14550.0,1311,1311,0
4387,3,35663.34,1472,1472,4
4388,6,2021.9,1141,577,12
4389,11,1000000.0,733,710,5
4390,1,26.55,890,890,0
4391,20,32079.0,208,1347,300
4392,4,23180.81,887,577,1
4393,4,55840.0,1038,577,6
4394,3,393.2,1397,577,1
4395,3,505.79,294,294,1
4396,3,366.13,1579,1579,0
4397,4,145920.0,1224,1224,6
4398,1,493.54,612,612,0
4399,2,212.43,887,577,0
4400,3,64.72,20,20,0
4401,3,334.62,1464,577,0
4402,5,100749.0,1432,273,3
4403,3,8.25,460,460,0
4404,5,38.9,1544,1544,5
4405,9,78000.0,1040,1224,17
4406,3,32070.0,285,285,2
4407,6,35076.2,291,273,67
4408,3,12500.0,1454,1454,0
4409,4,669.24,463,577,3
4410,1,10090.5,1124,1124,0
4411,3,1050.0,35,35,0
4412,2,38545.2,887,577,3
4413,3,247.88,642,577,0
4414,4,742.6,629,577,2
4415,3,3480.19,127,577,10
4416,3,76595.65,887,577,1
4417,5,72000.0,150,577,11
4418,4,29275.0,671,671,4
4419,2,302,887,577,0
4420,6,9805.8,115,115,2
4421,3,1250.0,958,958,0
4422,3,361.35,447,447,0
4423,6,3442.5,30,30,6
4424,1,279.99,99,99,0
4425,3,7252.0,306,306,3
4426,6,4050.0,827,577,4
4427,1,207.57,1062,1062,0
4428,3,101.4,887,577,0
4429,7,5849.0,461,1025,13
4430,7,894.58,4,4,13
4431,1,11.62,814,814,0
4432,4,390.68,363,577,1
4433,5,6935.0,690,577,3
4434,49,5100000.0,1224,1224,78
4435,1,233.71,1509,1509,0
4436,5,51175.0,768,768,8
4437,5,27675.0,765,577,3
4438,7,25600.0,1040,1224,3
4439,5,726.12,887,577,1
4440,4,21430.5,1082,577,3
4441,3,494.63,455,577,1
4442,2,110.92,527,577,5
4443,4,55319.45,887,577,3
4444,6,171206.97,1124,577,2
4445,3,709.11,18,577,2
4446,10,2915.81,161,115,10
4447,2,766.8,887,577,0
4448,4,166.52,1482,1482,0
4449,14,70000.0,1009,1009,9
4450,8,1969560.0,827,577,4
4451,7,80000.0,1259,1259,6
4452,5,40650.98,39,39,1
4453,3,120000.0,1251,1251,0
4454,2,16325.7,887,577,0
4455,3,277.15,1422,1422,1
4456,3,6003.4,887,577,0
4457,4,35000.0,273,273,5
4458,3,80.54,399,577,0
4459,1,38.33,957,957,0
4460,6,2376.7,1002,1002,4
4461,2,195.85,665,665,1
4462,1,210.51,684,684,0
4463,27,58473.0,235,235,21
4464,3,349.61,298,298,2
4465,1,86.12,957,957,0
4466,10,910000.0,827,827,8
4467,4,1745.95,1472,1472,5
4468,2,585.9,1062,1062,0
4469,10,91496.84,1124,1124,8
4470,2,1742.98,887,577,3
4471,4,162.35,1410,577,6
4472,3,308.83,447,447,2
4473,7,200201.7,1075,1263,12
4474,4,12400.0,544,544,1
4475,3,22876.68,887,577,2
4476,1,76.36,1417,1417,0
4477,7,337.06,1544,1544,3
4478,1,1554.99,1463,1463,0
4479,2,192.7,742,742,2
4480,6,6012.0,255,255,5
4481,6,7027.8,802,1347,0
4482,5,13775.0,1575,577,3
4483,31,6309319.82,991,577,23
4484,3,27010.0,813,813,2
4485,3,133.44,93,577,2
4486,2,40.66,37,37,0
4487,1,6.08,1250,1250,0
4488,3,31492.0,887,577,1
4489,4,170.69,1544,1544,2
4490,4,135.84,309,577,1
4491,3,10200.0,1062,1062,0
4492,5,221760.0,68,68,14
4493,19,0,274,274,25
4494,1,106.14,1130,1130,0
4495,3,2600.0,1036,1036,1
4496,8,99920.0,256,1382,98
4497,5,55625.0,533,533,4
4498,2,96720.0,887,577,1
4499,1,1284.11,1266,1266,0
4500,12,290000.0,1040,1224,89
4501,4,14000.0,604,273,1
4502,3,669.24,1374,577,2
4503,4,108860.29,208,1347,2
4504,12,230950.5,1549,1549,450
4505,4,97500.0,871,871,3
4506,5,2749.48,1038,273,1
4507,4,21000.0,86,577,1
4508,3,717.12,533,533,0
4509,13,62800.0,1521,338,53
4510,4,4099.02,384,1347,3
4511,3,2250.0,207,207,0
4512,3,495.18,447,447,12
4513,2,263.3,934,934,0
4514,6,447112.0,603,1110,1
4515,2,452.66,450,450,0
4516,2,39.8,23,23,0
4517,3,334.62,798,577,0
